"<PER>Dafan et Glémendot</PER> ; <ACT>pharmaciens</ACT> ; <LOC>+. de la Chäussée-d&apos;Antin</LOC> . <CARDINAL>32</CARDINAL>. <TITRE>(Elis.)</TITRE> .hl&amp;", "Bottin1_1820"
"<PER>Dofaut (Victor)</PER>, <ACT>Sbraire</ACT>, <LOC>&quot;. da Gros-Che- het</LOC>, <CARDINAL>v</CARDINAL>i LD &quot; à 3", "Bottin1_1820"
"<PER>Dufay</PER>, <ACT>essayeur du commerce</ACT> ; <LOC>plate Dan - RD e</LOC>s <CARDINAL>C</CARDINAL>OMTE S 369", "Bottin1_1820"
"<PER>Dufay</PER>, <ACT>chandronnier</ACT>, <LOC>+. du Pont-anx- Cars </LOC>Ge <CARDINAL>7 </CARDINAL>Fe ÊR one", "Bottin1_1820"
"&quot;<PER>Dufay (V.e)</PER>, <ACT>grenetière</ACT>, <LOC>r. dun Faub.-S.: 5 Denis</LOC>,so. <CARDINAL>+</CARDINAL>. 3m", "Bottin1_1820"
"<PER>Dufen</PER> . <ACT>chareutier</ACT>, <LOC>x. Montmartre</LOC> ; <CARDINAL>89</CARDINAL>. 818", "Bottin1_1820"
"<PER>Dafey fils</PER>, <ACT>éfjoulter</ACT>, <LOC>passage dé la Rétnion</LOC> a<CARDINAL> a</CARDINAL> &quot; a84", "Bottin1_1820"
"<PER>Dafey</PER>, <ACT>Boucher</ACT> &apos;<LOC>x: S.-Lonis-au-Marais</LOC>, <CARDINAL>3</CARDINAL>. a", "Bottin1_1820"
"<PER>Daffand</PER> , <ACT>bijoutier</ACT> ,.<LOC>r. S.-Martin</LOC>, <CARDINAL>107</CARDINAL>. a84", "Bottin1_1820"
"<PER>Daoffaud</PER>, <ACT>macon</ACT>, <LOC>5. S.-Honoré</LOC>, <CARDINAL>353.</CARDINAL> 402", "Bottin1_1820"
"<PER>Daflant</PER>, <ACT>c&apos;audronnier</ACT>, <LOC>v, de la RARES Ge</LOC> <CARDINAL>O</CARDINAL>O a x", "Bottin1_1820"
"<PER>Dutils</PER>, <ACT>limonadier</ACT>, <LOC>x. des Colonnes</LOC>, <CARDINAL>6</CARDINAL>. 39ñ", "Bottin1_1820"
"<PER>Doflocq</PER>, <ACT>architecte</ACT>, <LOC>r. Basse-Porte-S.-De- mis</LOC>, <CARDINAL>28</CARDINAL>. u 259", "Bottin1_1820"
"<PER>Doflôt</PER> ; <ACT>loueur de carrosses</ACT> <LOC>5% de Paradise  Poñssorinière</LOC>, <CARDINAL>22</CARDINAL>, . $0ñ", "Bottin1_1820"
"<PER>DURE</PER>E <ACT>PAR</ACT> <LOC>PARCS) ARE ea ra</LOC> <CARDINAL>4</CARDINAL> 29", "Bottin1_1820"
"<PER>Dutort fils</PER> ; <ACT>Boitier (exp. 1819.)</ACT>, <LOC>r. J.-I- Rousseau</LOC>, <CARDINAL>28</CARDINAL>.&apos; 298", "Bottin1_1820"
"<PER>Dufort</PER>, <ACT>tabletier</ACT> , <LOC>r. Jéan-Pain-Mollet</LOC>, <CARDINAL>le</CARDINAL> À ST 6", "Bottin1_1820"
"<PER>Dafossé</PER>, <ACT>teinturier</ACT>, <LOC>r. dn Faub.-Montmar- se</LOC>, <CARDINAL>63</CARDINAL>. Fe ., 485", "Bottin1_1820"
"<PER>Dufour</PER> , <ACT>march. de planches</ACT> ,<LOC>r. Chapos</LOC> ,<CARDINAL> 28</CARDINAL>. 3 + ho", "Bottin1_1820"
"<PER>Dofonr et Besnard</PER> , <ACT>march, de bois à braler</ACT>,<LOC> qui c la Tournelle</LOC>, <CARDINAL>17</CARDINAL>, et<LOC>r. des Fossés- Bernard</LOC>, <CARDINAL>11</CARDINAL>, a 207 .", "Bottin1_1820"
"<PER>Dufour rs</PER> <ACT>march, de bois à bréler</ACT>, <LOC>r, de la Pépinière</LOC> , <CARDINAL>53</CARDINAL>. 201", "Bottin1_1820"
"<PER>Dufour (Mad)</PER>, <ACT>march. de chapeaux de püille</ACT>, <LOC>LA da ca</LOC> <CARDINAL>+</CARDINAL> Son", "Bottin1_1820"
"<PER>Dufour</PER>, <ACT>chapelier</ACT> , <LOC>r. S.-Honoré</LOC>, <CARDINAL>385</CARDINAL>. 300", "Bottin1_1820"
"<PER>Dufour</PER>, <ACT>cirier</ACT>, <LOC>r. de l&apos;Arbre-Sec</LOC>, <CARDINAL>66</CARDINAL>. &apos;° 316", "Bottin1_1820"
"<PER>Dalonr et £a.</PER>, <ACT>commiss.</ACT>, <LOC>r. des Uountures- S.Gervais</LOC>, <CARDINAL>28</CARDINAL> : +. + &quot; &quot; Bad", "Bottin1_1820"
"<PER>Dofour</PER>, <ACT>corroyeur</ACT>, <LOC>r.&apos;des Vertus</LOC>, <CARDINAL>11</CARDINAL>1 327", "Bottin1_1820"
"<PER>Dufour (Gharles)</PER>, <ACT>épicier</ACT>, <LOC>r. 5.-Denis</LOC>, <CARDINAL>507</CARDINAL>. ; | Ne", "Bottin1_1820"
"<PER>Dufonr</PER> , <ACT>fab. d&apos;éventails (+ 1819)</ACT>, <LOC>r Rue _ p</LOC>s <CARDINAL>8</CARDINAL> Bd", "Bottin1_1820"
"<PER>Dufour</PER> , <ACT>faiencier</ACT>, <LOC>r. S.-Anne</LOC>, <CARDINAL>50</CARDINAL>. &apos;362", "Bottin1_1820"
"<PER>Dufour</PER>, <ACT>À. garni</ACT>, <LOC>v. Yentadour</LOC> ,<CARDINAL>7</CARDINAL>. 378", "Bottin1_1820"
"<PER>Dafonr (Gabriel)</PER>, <ACT>libraire</ACT>, <LOC>r. de Vaugirard</LOC>,<CARDINAL> 2À</CARDINAL>. &quot; UE à - ga", "Bottin1_1820"
"<PER>Dulour</PER>, <ACT>maçon</ACT>, <LOC>r. S.-Jean-Baptisté</LOC>, <CARDINAL>4</CARDINAL>: 402", "Bottin1_1820"
"<PER>Duofoar</PER> ; <ACT>architecte</ACT> , <LOC>v: de Chartres-5.-Ho- noré</LOC>, <CARDINAL>ra</CARDINAL>. <TITRE>(Elig.)</TITRE> + 278, 4oa", "Bottin1_1820"
"<PER>Dufour (Mad.)</PER>, <ACT>nouveuutés</ACT> , <LOC>r, Nenve-des- Petits-Champs</LOC>, <CARDINAL>4</CARDINAL>. | + fan", "Bottin1_1820"
"<PER>Dafour Chabrol</PER>, <ACT>papetier</ACT>, <LOC>r. S,-Martia</LOC> , <CARDINAL>130</CARDINAL>. % # 437", "Bottin1_1820"
"<PER>Dufour (1.) et c5</PER>. ,! <ACT>fab. de pupiers peints</ACT> ;<TITRE> &quot;€ Gien</TITRE> <LOC>re Beanvean onto</LOC> <CARDINAL>y</CARDINAL> pe", "Bottin1_1820"
"<PER>Dufouret co.</PER> , <ACT>fab. de schats</ACT> ;x<LOC>: Ste.-Apol- né</LOC>, <CARDINAL>+</CARDINAL> *  37r, 495", "Bottin1_1820"
"<PER>Duiour</PER>, <ACT>#afch. de ins</ACT>, <LOC>+, (les F&apos;osses-5.- Germain LAurerrois</LOC>, <CARDINAL>35</CARDINAL>. 7", "Bottin1_1820"
"<PER>Dafonrnsntelle r</PER><ACT>eaussier</ACT>, <LOC>+. Lique- * tonne</LOC>, <CARDINAL>4° </CARDINAL>Qu peaussiens + ta", "Bottin1_1820"
"<PER>Dufonrmantelle fiué</PER> , <ACT>march. de peaux</ACT>, <LOC>+. SR qe Un</LOC>e: <CARDINAL>SA</CARDINAL>Pesr)", "Bottin1_1820"
"<PER>Dafôu: téile }</PER> <ACT>aussiér</ACT>, <LOC>Y, de k Vite omade re</LOC> <CARDINAL>P </CARDINAL>&apos; LÉ", "Bottin1_1820"
"<PER>Dufonrmantelle (Jacques)</PER>, <ACT>perussier</ACT>,, <LOC>r. DRE D ADO </LOC>Du <CARDINAL>D </CARDINAL>RENE, ©", "Bottin1_1820"
"<PER>Dufraisue</PER>, <ACT>tailleur</ACT>, <LOC>x. Richelieu</LOC>, <CARDINAL>4</CARDINAL>. 4vo", "Bottin1_1820"
"<PER>Dufresne (.-G.)</PER>, <ACT>colrtier de commerce</ACT>, <LOC>r. S.-Denis</LOC> , <CARDINAL>07</CARDINAL>. ss 332", "Bottin1_1820"
"<PER>Dnfresne</PER>, <ACT>fab. de crayons (exp. 1819)</ACT>,T<LOC>: de Ja Contellerte</LOC> 5<CARDINAL>1 </CARDINAL>, - E 336", "Bottin1_1820"
"<PER>Dufresne</PER>, <ACT>épicier</ACT>, <LOC>v. du Murcbé-nux-Pui- rées</LOC>, <CARDINAL>12</CARDINAL> D _35a", "Bottin1_1820"
"<PER>Dufresne (Mad)</PER>, <ACT>lingère</ACT>, <LOC>r. S.: Denis</LOC>, <CARDINAL>ÿ</CARDINAL>", "Bottin1_1820"
"<PER>Duuroé</PER>, <ACT>menuisier</ACT>, <LOC>x, de la Mürtelierie</LOC>, <CARDINAL>159</CARDINAL>:", "Bottin1_1820"
"<PER>Dacrot</PER>, <ACT>parfumeur</ACT>, <LOC>v: S:-Mecri</LOC>, <CARDINAL>38</CARDINAL>. Et", "Bottin1_1820"
"<PER>Duerot</PER>, <ACT>potier de terre</ACT>, <LOC>r. Montorgueil</LOC> <CARDINAL>eu</CARDINAL>", "Bottin1_1820"
"<PER>Dofsïllet</PER> ; <ACT>chaudronnier</ACT>, <LOC>r. Vieille-du-Tem- . ple</LOC>, <CARDINAL>r07</CARDINAL>. _ Ba4", "Bottin1_1820"
"<PER>Dofsre (Pierre)</PER>, <ACT>libraire</ACT>, <LOC>4, Voltaire</LOC>,<CARDINAL>19</CARDINAL>. 302", "Bottin1_1820"
"<PER>Düfay</PER>, <ACT>Gbraire</ACT>, <LOC>r. Montmartre</LOC>,<CARDINAL> Sa</CARDINAL> <LOC>B &amp; do Sauman</LOC>s <CARDINAL>38</CARDINAL>. A # 3e.", "Bottin1_1820"
"<PER>Dofay-Coqueret</PER>, <ACT>quincaïllier</ACT>,<LOC>r. Phélipeaux</LOC>,<CARDINAL> ET</CARDINAL> ner gr Fe", "Bottin1_1820"
"<PER>Datlécq</PER>, <ACT>march. de Bois à brdler</ACT>, <LOC>r. de = T&apos;Areade</LOC> , <CARDINAL>13</CARDINAL>. ee", "Bottin1_1820"
"<PER>Duflas</PER> ; <ACT>rouennere, r. Bônrg-P&apos;Abbé</ACT>, <LOC>pâss, ns Peas 8 </LOC>Lu<CARDINAL>c </CARDINAL># pis", "Bottin1_1820"
"<PER>Daflot</PER> à ) <ACT>quincaili #4 R</ACT>OLE 7 <LOC>quai de l&apos;Ecole</LOC> ! cole, <CARDINAL>10</CARDINAL>. 458", "Bottin1_1820"
"<PER>Dfort aîné</PER> , <ACT>bottier</ACT>s <LOC>r: Pagevin</LOC>, <CARDINAL>7</CARDINAL>. 295", "Bottin1_1820"
"<PER>Dufour</PER>, <ACT>ag. d&apos;affaires</ACT> ; <LOC>&quot;. du Chaume</LOC> , <CARDINAL>1 </CARDINAL>Ce A 97", "Bottin1_1820"
"<PER>Dufour</PER> ,.<ACT>mxarch, de vèns</ACT>, <LOC>x. des Boûcherivs- | SuGormain</LOC> , <CARDINAL>Br</CARDINAL>. &quot;ss 7 &amp;g8", "Bottin1_1820"
"<PER>Dufrénoy</PER> ; <ACT>rrarch. de vins</ACT> ,<LOC>r. Gaérin-Bois- sean</LOC>, <CARDINAL>4</CARDINAL> 498", "Bottin1_1820"
"H<PER>Dofay</PER>, <ACT>papetier</ACT>, <LOC>+. S.eMartin</LOC>, <CARDINAL>20</CARDINAL>. 457", "Bottin1_1820"
"<PER>Dulay</PER>, <ACT>march. de toiles</ACT> , <LOC>r. des Mauvaises-  Patates</LOC>, <CARDINAL>&quot;a</CARDINAL>z. nt + 487", "Bottin1_1820"
"<PER>Dofour</PER> , <ACT>march. de vins</ACT> , <LOC>r.Ste.-Marguerite- S:-Géemain</LOC> , <CARDINAL>6</CARDINAL>. 7 8 Log", "Bottin1_1820"
"<PER>Dafrenel</PER>, <ACT>plumassicr</ACT>, <LOC>v. S.-Dénis</LOC> : <CARDINAL>305</CARDINAL>, 453", "Bottin1_1820"
"<PER>Michitls</PER>, <ACT>cordonnier</ACT>, <LOC>baulev, des Halicns</LOC>,<CARDINAL> CO</CARDINAL> tt + af", "Bottin1_1820"
"<PER>Michiels</PER> , <ACT>/ampiste</ACT>, <LOC>r. Mauconsoil</LOC>,<CARDINAL>5</CARDINAL>. 49:", "Bottin1_1820"
"<PER>Plichonnet</PER> ; <ACT>Maçon</ACT>, <LOC>pelile r. Laranbe</LOC>, <CARDINAL>7:</CARDINAL> Es n 403", "Bottin1_1820"
"&quot;<PER>Micol (René)</PER>, <ACT>dépôt de rubans</ACT>, <LOC>x: S.-Denis</LOC>,<CARDINAL> Fle</CARDINAL>et ), dépôt de rubans, FA:", "Bottin1_1820"
"<PER>Micouin</PER> , <ACT>dereur</ACT>, <LOC>r. S.-Antoine</LOC>, <CARDINAL>43</CARDINAL>. 343", "Bottin1_1820"
"<PER>Midont</PER> , <ACT>cordonnier</ACT>, <LOC>r. au Maire</LOC>, <CARDINAL>36</CARDINAL>. 206", "Bottin1_1820"
"<PER>Migaan</PER> , <ACT>épicier</ACT>, <LOC>r. de la Chansséo-d&apos;Antin</LOC>,<CARDINAL> At</CARDINAL>. 356", "Bottin1_1820"
"<PER>Migneret</PER>, <ACT>nprimeur</ACT>, <LOC>r, du Don</LOC>s <CARDINAL>20</CARDINAL>. ee nm + &quot;386, 303", "Bottin1_1820"
"- <PER>Migneron (Mad.)</PER>, <ACT>fleuriste</ACT>, <LOC>r. du Caire</LOC> , <CARDINAL>3.</CARDINAL> Le h 453", "Bottin1_1820"
"- <PER>Mignolet</PER>, <ACT>horloger</ACT>, <LOC>r. S.-Anne</LOC> ; <CARDINAL>50</CARDINAL>. 36", "Bottin1_1820"
"<PER>Mignon jeune</PER>, <ACT>chapelier</ACT>, <LOC>r. Geulroy-l&apos;An- nca n</LOC>e <CARDINAL>Rp</CARDINAL> 0j 80", "Bottin1_1820"
"| <PER>Migaon</PER> &quot; <ACT>serrurier</ACT> ; <LOC>v. Cassette</LOC>, <CARDINAL>an</CARDINAL>. <TITRE>(kg)</TITRE>", "Bottin1_1820"
"- <PER>Mignon</PER>, <ACT>seiFurier</ACT>, <LOC>r. Joqnelet</LOC>, <CARDINAL>7</CARDINAL>.  4na", "Bottin1_1820"
"<PER>| ARRSES</PER>S, <ACT>fondeur en caraclètes</ACT>, <LOC>+. des 5</LOC>. <CARDINAL>5</CARDINAL> 368", "Bottin1_1820"
"<PER>Mignot</PER>, <ACT>march. de vins</ACT>, <LOC>+, Louvois</LOC>, go. : : 37<CARDINAL>17</CARDINAL>: on", "Bottin1_1820"
"<PER>Milerin</PER>, <ACT>marche. de vins</ACT>, <LOC>x, Croixdes-Petiis-  Chomps</LOC>, <CARDINAL>13</CARDINAL>, h Ga", "Bottin1_1820"
"<PER>Milet</PER>, <ACT>ad. d&apos;eaux-de-vie</ACT>, <LOC>re Comtesse- d&apos;Artois</LOC>, <CARDINAL>33</CARDINAL> i 34", "Bottin1_1820"
"<PER>Milet</PER>, <ACT>pdtissier</ACT>, <LOC>r. $,-Germaïn-PAuxerrois</LOC>,<CARDINAL> 27</CARDINAL>, * 445", "Bottin1_1820"
"<PER>Milet</PER>, <ACT>serrurter</ACT>, <LOC>r. : Neuve-Saïnt-Martiu</LOC>,<CARDINAL> 4 </CARDINAL>| hra", "Bottin1_1820"
"<PER>Miler</PER>, <ACT>vernisseur</ACT>, <LOC>r. du Faub.-S.-Dens</LOC>,<CARDINAL> HE 6</CARDINAL> . x dax", "Bottin1_1820"
"<PER>Milhet</PER>, <ACT>épicier</ACT>, <LOC>r. de la Heaumerié</LOC>, <CARDINAL>1</CARDINAL>. 356", "Bottin1_1820"
"<PER>Milhomunie</PER>, <ACT>med, de levures</ACT>, <LOC>r. Neuve-5.-  Denis</LOC>,<CARDINAL>28</CARDINAL>, : 5 : 209", "Bottin1_1820"
"<PER>Mihotti</PER>, <ACT>Soufanger</ACT>; <LOC>r. du Fauh.-5.-Hono- ré</LOC>, <CARDINAL>195</CARDINAL>, &apos; 209", "Bottin1_1820"
