"<PER>Lamarre</PER>, <ACT>clerc de notaire</ACT>, <LOC>rue galite</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamarre</PER>, <ACT>carrier</ACT>, <LOC>rue mouffelard</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamare</PER> , <ACT>notaire</ACT>, <LOC>rue du faubourg honore</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamarck</PER>, <ACT>membre de l&apos;institut</ACT>, <LOC>quatrieme municipalit</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamarche</PER>, <ACT>geographe</ACT>, <LOC>rue du foin</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamarche</PER>, <ACT>marchand de vin</ACT>, <LOC>rue lazare</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamande fils</PER>, <ACT>ingenieur</ACT>, <LOC>rue belle-chasse</LOC>", "Notables_communaux_seine_1801"
"<PER>Lamalmaison</PER>, <ACT>homme de loi</ACT>, <LOC>rue jean-pain-mollet</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamalle</PER>, <ACT>defenseur officieux</ACT>, <LOC>rue de l&apos;ichelle</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamaille</PER>, <ACT>marchand</ACT>, <LOC>rue montorgueil</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamaigueres</PER>, <ACT>employe</ACT>, <LOC>avenue de neuilly</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lamaigniere</PER>, <ACT>juge de paix a chaillot</ACT>, <LOC>premiere municipalite</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalouette</PER>, <ACT>employe</ACT>, <LOC>rue honore</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalouette</PER> , <ACT>medecin</ACT>, <LOC>rue jacob.</LOC>", "Notables_communaux_seine_1801"
"<PER>Lalou</PER>, <LOC>rue saint-avoie</LOC>.", "Notables_communaux_seine_1801"
"<PER>Laloge aine</PER>, <ACT>muarchand de vin</ACT>, <LOC>quai bernard</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalliat</PER>, <ACT>employe aux finances</ACT>, <LOC>rue neuve des petits-champs</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemant-de-Villigny</PER>, <ACT>anc- payeur de rentes</ACT>, <LOC>rue pastourelle</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemant</PER>, <ACT>chef du bureau des nourrices</ACT>, <LOC>rue de grammont</LOC>", "Notables_communaux_seine_1801"
"<PER>Lallemant</PER>, <ACT>employe au corps legislalif</ACT>, <LOC>of municipalite</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <ACT>serrurier</ACT>, <LOC>rue martin</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <ACT>fondeur</ACT> , <LOC>rue jean-robert</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <LOC>rue neuve-des-capucines</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <ACT>chirurgien en chef a la salpetriere</ACT>, <LOC>af. municip</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lllemand</PER> , <ACT>invalide</ACT> , <LOC>dixieme municipalite</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <ACT>mercier</ACT>, <LOC>rue montorgueuil</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <ACT>chef des bureaux de linterieur</ACT>, <LOC>rue de grenelle</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <LOC>rue de la grande truanderie</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER> , <ACT>notaire</ACT>, <LOC>rue neuve-eustache</LOC>..", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <ACT>chapelier</ACT>, <LOC>faubourg du :emple</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <ACT>tanneur</ACT>, <LOC>rue censier</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallemand</PER>, <ACT>vitrier</ACT>, <LOC>vieille rue du tcmple</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lallee pere</PER>, <ACT>corroyeur</ACT>, <LOC>rue de clery</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalende</PER>, <LOC>rue garenciere</LOC>.", "Notables_communaux_seine_1801"
"<PER>Laleman</PER> , <LOC>rue ivienne</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalegne</PER>, <LOC>rue du theatre-francais</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalaurencie</PER>, <LOC>rue des pretres-paul.</LOC>", "Notables_communaux_seine_1801"
"<PER>Lalausse</PER>, <ACT>ex-magistrat</ACT>, <LOC>faubourg poissonniere</LOC>,", "Notables_communaux_seine_1801"
"<PER>Lalanne</PER>, <ACT>marchand</ACT>, <LOC>rue des mauvaises paroles</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalanne</PER>, <ACT>negociant</ACT>, <LOC>rue vivienne</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalande</PER>, <ACT>chef  la liquidation</ACT>, <LOC>place vendome</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalande</PER>, <LOC>bouleard du temple</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalande</PER>, <ACT>astroneme</ACT>, <LOC>college de france</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lalande</PER>, <ACT>employe a la justice</ACT>, <LOC>douzieme municipalite</LOC>.", "Notables_communaux_seine_1801"
"<PER>Lakanal</PER>, <ACT>membre de l&apos;instilut</ACT>, <LOC>au louvre</LOC>.", "Notables_communaux_seine_1801"
"<PER>Bunel</PER> , <ACT>chirurgien</ACT>, <LOC>rue de clery</LOC>.", "Notables_communaux_seine_1801"
"<PER>Bunal pere</PER>, <ACT>receveur de l&apos;enregistrement</ACT>, <LOC>rue de lobservance</LOC>", "Notables_communaux_seine_1801"
"<PER>Caillard</PER>, <ACT>archiviste des archives extr.</ACT> , <LOC>dixieme municipalite</LOC>.", "Notables_communaux_seine_1801"
"<PER>Caigne</PER>, <ACT>notaire</ACT>, <LOC>rue de la harpe</LOC>.", "Notables_communaux_seine_1801"
"<PER>Cahours</PER>, <ACT>bonnetier</ACT>, <LOC>rue planche-mibray</LOC>.", "Notables_communaux_seine_1801"
"<PER>Callin</PER>, <LOC>qualrieme municipalite</LOC>", "Notables_communaux_seine_1801"
